t_s,j1,j2,j3,j4,j5,j6,operation
16.8093,0.318342,-2.355904,-0.881116,-2.496853,2.528454,0.46415,Move_to_Surface
16.8497,0.31977,-2.353436,-0.886611,-2.492772,2.529685,0.465451,Move_to_Surface
16.8902,0.321198,-2.350969,-0.892106,-2.488691,2.530916,0.466751,Move_to_Surface
16.9312,0.322631,-2.348483,-0.897616,-2.484584,2.532137,0.468061,Move_to_Surface
16.9714,0.324064,-2.345996,-0.903126,-2.480477,2.533357,0.469371,Move_to_Surface
17.0127,0.325492,-2.343515,-0.90861,-2.476387,2.534566,0.470681,Move_to_Surface
17.053,0.32692,-2.341035,-0.914093,-2.472297,2.535775,0.471991,Move_to_Surface
17.0931,0.328333,-2.338582,-0.919509,-2.468248,2.536959,0.473298,Move_to_Surface
17.1334,0.329746,-2.336129,-0.924925,-2.464198,2.538142,0.474606,Move_to_Surface
17.1747,0.33113,-2.333722,-0.930227,-2.460236,2.539291,0.475898,Move_to_Surface
17.2145,0.332514,-2.331315,-0.935529,-2.456274,2.54044,0.47719,Move_to_Surface
17.2549,0.333853,-2.328984,-0.940667,-2.452423,2.541533,0.47845,Move_to_Surface
17.2957,0.335193,-2.326652,-0.945806,-2.448573,2.542627,0.479711,Move_to_Surface
17.3361,0.336469,-2.324421,-0.950716,-2.444897,2.543657,0.480917,Move_to_Surface
17.3767,0.337745,-2.322189,-0.955627,-2.441221,2.544688,0.482123,Move_to_Surface
17.4172,0.338943,-2.320098,-0.960247,-2.437764,2.545655,0.483252,Move_to_Surface
17.4576,0.340141,-2.318007,-0.964867,-2.434308,2.546622,0.484381,Move_to_Surface
17.4981,0.341242,-2.316083,-0.969121,-2.431133,2.547515,0.485415,Move_to_Surface
17.5386,0.342342,-2.314159,-0.973375,-2.427959,2.548409,0.48645,Move_to_Surface
17.5791,0.343334,-2.312427,-0.977207,-2.425097,2.549221,0.487373,Move_to_Surface
17.62,0.344326,-2.310694,-0.981038,-2.422235,2.550033,0.488296,Move_to_Surface
17.6623,0.345192,-2.309182,-0.98438,-2.419738,2.550744,0.489103,Move_to_Surface
17.7008,0.346057,-2.30767,-0.987721,-2.417241,2.551455,0.48991,Move_to_Surface
17.7413,0.346784,-2.306402,-0.990518,-2.415148,2.552055,0.490584,Move_to_Surface
17.7819,0.347511,-2.305134,-0.993315,-2.413055,2.552655,0.491259,Move_to_Surface
17.8226,0.348077,-2.30415,-0.995486,-2.411431,2.553125,0.491788,Move_to_Surface
17.8634,0.348643,-2.303165,-0.997657,-2.409806,2.553595,0.492318,Move_to_Surface
17.9038,0.34903,-2.30249,-0.999139,-2.408693,2.553916,0.49268,Move_to_Surface
17.9443,0.349418,-2.301814,-1.000621,-2.40758,2.554238,0.493041,Move_to_Surface
17.9848,0.349607,-2.301483,-1.001342,-2.407035,2.554394,0.493218,Move_to_Surface
18.0253,0.349796,-2.301152,-1.002063,-2.40649,2.554549,0.493396,Move_to_Surface
18.0661,0.349796,-2.301152,-1.002063,-2.40649,2.554549,0.493396,Move_to_Surface
18.1063,0.349796,-2.301152,-1.002063,-2.40649,2.554549,0.493396,Move_to_Surface
18.1486,0.349796,-2.301152,-1.002063,-2.40649,2.554549,0.493396,Move_to_Surface
18.2299,0.349796,-2.301152,-1.002063,-2.40649,2.554549,0.493396,pouring
18.2713,0.349796,-2.301152,-1.002063,-2.40649,2.554549,0.493396,pouring
18.3113,0.349796,-2.301152,-1.002063,-2.40649,2.554549,0.493396,pouring
18.3525,0.349796,-2.301152,-1.002063,-2.40649,2.554549,0.493396,pouring
18.3929,0.349794,-2.301373,-1.001715,-2.407575,2.554383,0.493869,pouring
18.4345,0.349768,-2.30456,-0.996689,-2.423229,2.551977,0.500695,pouring
18.4752,0.349741,-2.307748,-0.991663,-2.438884,2.549572,0.507521,pouring
18.516,0.34971,-2.310928,-0.986713,-2.454427,2.547268,0.514411,pouring
18.5567,0.349679,-2.314108,-0.981773,-2.469956,2.544978,0.521311,pouring
18.5982,0.349633,-2.31727,-0.97691,-2.485416,2.542759,0.528246,pouring
18.6385,0.34958,-2.320425,-0.972082,-2.500845,2.540573,0.535197,pouring
18.6797,0.349525,-2.323566,-0.967306,-2.516213,2.538436,0.542185,pouring
18.7203,0.349466,-2.326692,-0.96258,-2.531523,2.536347,0.549209,pouring
18.7611,0.349402,-2.329809,-0.957893,-2.546798,2.534295,0.556244,pouring
18.8022,0.349326,-2.332906,-0.953289,-2.562,2.532321,0.563303,pouring
18.8426,0.349249,-2.335998,-0.948698,-2.577188,2.530361,0.570372,pouring
18.8838,0.349163,-2.339066,-0.944198,-2.59228,2.528493,0.577496,pouring
18.9245,0.349078,-2.342087,-0.939767,-2.607144,2.526653,0.584513,pouring
18.966,0.348993,-2.34474,-0.935925,-2.620288,2.525104,0.590809,pouring
19.0064,0.348917,-2.347082,-0.932539,-2.631895,2.523743,0.596375,pouring
19.0481,0.348849,-2.34914,-0.929567,-2.642101,2.522554,0.601277,pouring
19.0883,0.348781,-2.350937,-0.927005,-2.651043,2.521563,0.605622,pouring
19.1291,0.348721,-2.352535,-0.924727,-2.658993,2.520683,0.609485,pouring
19.17,0.348667,-2.353981,-0.922667,-2.666185,2.519887,0.61298,pouring
19.2113,0.348617,-2.355298,-0.920789,-2.672739,2.519161,0.616165,pouring
19.2526,0.348569,-2.356517,-0.919073,-2.678857,2.518524,0.619174,pouring
19.294,0.348522,-2.357701,-0.917408,-2.684808,2.517909,0.622105,pouring
19.3348,0.348475,-2.358884,-0.915746,-2.690751,2.517296,0.625032,pouring
19.3756,0.348427,-2.360104,-0.914031,-2.696881,2.516663,0.628052,pouring
19.4163,0.348376,-2.361395,-0.912216,-2.70337,2.515993,0.631248,pouring
19.4571,0.348315,-2.362775,-0.910296,-2.710331,2.515304,0.634701,pouring
19.4982,0.348245,-2.364267,-0.90823,-2.71788,2.514573,0.638461,pouring
19.5396,0.348169,-2.365893,-0.90598,-2.726102,2.513777,0.642556,pouring
19.5807,0.348087,-2.367641,-0.903561,-2.734942,2.512921,0.646958,pouring
19.6228,0.347994,-2.369486,-0.901032,-2.744351,2.512057,0.651693,pouring
19.6634,0.347893,-2.371436,-0.898371,-2.754332,2.511163,0.656741,pouring
19.7041,0.347787,-2.373475,-0.895589,-2.764772,2.510228,0.66202,pouring
19.7459,0.347673,-2.375664,-0.893209,-2.77502,2.509304,0.667517,pouring
19.7874,0.347554,-2.377955,-0.891237,-2.784923,2.508407,0.673122,pouring
19.8277,0.347433,-2.380267,-0.889245,-2.794918,2.507501,0.67878,pouring
19.8699,0.347307,-2.38356,-0.891556,-2.799646,2.506654,0.684467,pouring
19.9105,0.347178,-2.387364,-0.89617,-2.801514,2.505843,0.690141,pouring
19.9511,0.34705,-2.391124,-0.900731,-2.80336,2.505041,0.69575,pouring
19.9915,0.346921,-2.394982,-0.904957,-2.805269,2.504315,0.701282,pouring
20.0333,0.346793,-2.398796,-0.909004,-2.80716,2.503627,0.706686,pouring
20.0739,0.346669,-2.402505,-0.91294,-2.809,2.502957,0.711942,pouring
20.1152,0.346542,-2.406217,-0.916496,-2.810853,2.50237,0.717032,pouring
20.1565,0.346417,-2.409841,-0.919826,-2.812666,2.501828,0.721939,pouring
20.1992,0.346296,-2.413327,-0.92303,-2.81441,2.501306,0.72666,pouring
20.2423,0.346179,-2.416719,-0.926022,-2.816114,2.500827,0.731192,pouring
20.2811,0.346061,-2.420091,-0.928716,-2.817824,2.500413,0.735561,pouring
20.3223,0.345948,-2.42333,-0.931305,-2.819467,2.500015,0.73976,pouring
20.3636,0.345839,-2.426461,-0.933807,-2.821055,2.499631,0.743818,pouring
20.4051,0.345731,-2.429557,-0.936155,-2.822632,2.499282,0.747772,pouring
20.4465,0.345624,-2.432659,-0.938292,-2.824224,2.498982,0.751634,pouring
20.488,0.345518,-2.435707,-0.940392,-2.825788,2.498689,0.755428,pouring
20.5298,0.345413,-2.438726,-0.942472,-2.827337,2.498398,0.759187,pouring
20.5701,0.34531,-2.44171,-0.944529,-2.828869,2.49811,0.762903,pouring
20.6121,0.345201,-2.44481,-0.946355,-2.830482,2.497881,0.766612,pouring
20.6531,0.345092,-2.447921,-0.948186,-2.832101,2.497652,0.770334,pouring
20.6943,0.344982,-2.451062,-0.950035,-2.833735,2.49742,0.774091,pouring
20.7361,0.344871,-2.45425,-0.951912,-2.835394,2.497185,0.777905,pouring
20.779,0.344753,-2.457609,-0.953715,-2.837156,2.496981,0.781849,pouring
20.8227,0.344634,-2.460983,-0.955407,-2.838937,2.496805,0.785761,pouring
20.8636,0.344518,-2.464293,-0.957067,-2.840683,2.496633,0.789599,pouring
20.9043,0.344403,-2.467544,-0.958698,-2.842398,2.496464,0.793367,pouring
20.9456,0.344291,-2.470722,-0.960233,-2.84408,2.496313,0.797023,pouring
20.9859,0.344179,-2.473899,-0.961565,-2.845779,2.496211,0.800578,pouring
21.0262,0.344071,-2.476975,-0.962855,-2.847424,2.496113,0.804021,pouring
21.0668,0.343966,-2.479965,-0.964108,-2.849024,2.496017,0.807366,pouring
21.1073,0.343863,-2.482884,-0.965332,-2.850585,2.495924,0.810632,pouring
21.1493,0.343761,-2.485758,-0.966477,-2.852128,2.495847,0.813824,pouring
21.1901,0.343658,-2.48865,-0.967469,-2.853696,2.495811,0.816967,pouring
21.2311,0.343557,-2.491507,-0.968448,-2.855246,2.495775,0.820073,pouring
21.2718,0.343457,-2.494331,-0.969417,-2.856777,2.495739,0.823142,pouring
21.3127,0.343357,-2.49714,-0.97038,-2.8583,2.495704,0.826195,pouring
21.3534,0.343257,-2.49995,-0.971344,-2.859824,2.495669,0.829249,pouring
21.3946,0.343156,-2.502831,-0.972152,-2.861411,2.495674,0.832297,pouring
21.4351,0.343053,-2.505734,-0.97293,-2.863014,2.495687,0.835349,pouring
21.4759,0.34295,-2.508653,-0.973712,-2.864627,2.4957,0.838419,pouring
21.5168,0.342847,-2.511571,-0.974495,-2.866239,2.495714,0.841488,pouring
21.5576,0.342743,-2.514498,-0.975279,-2.867856,2.495727,0.844566,pouring
21.5984,0.342638,-2.517468,-0.976013,-2.869506,2.495759,0.847662,pouring
21.6392,0.342532,-2.520485,-0.976643,-2.871201,2.495825,0.850756,pouring
21.68,0.342426,-2.523502,-0.977272,-2.872896,2.495892,0.853849,pouring
21.7207,0.34232,-2.526519,-0.977901,-2.874591,2.495958,0.856944,pouring
21.7622,0.342214,-2.52953,-0.978529,-2.876282,2.496024,0.860031,pouring
21.8028,0.342108,-2.532536,-0.979157,-2.877971,2.49609,0.863114,pouring
21.8445,0.342,-2.535601,-0.979612,-2.879718,2.496201,0.866182,pouring
21.8864,0.341892,-2.538655,-0.980045,-2.881463,2.496316,0.86923,pouring
21.927,0.341785,-2.541691,-0.980475,-2.883198,2.49643,0.872261,pouring
21.9685,0.341679,-2.544684,-0.980898,-2.884908,2.496543,0.875249,pouring
22.0092,0.341575,-2.547638,-0.981316,-2.886595,2.496655,0.878196,pouring
22.0512,0.341498,-2.549818,-0.981625,-2.88784,2.496737,0.880373,pouring
22.0514,0.341771,-2.542068,-0.980528,-2.883413,2.496445,0.872637,pouring
22.0924,0.342045,-2.534318,-0.979431,-2.878986,2.496152,0.864902,pouring
22.1326,0.342311,-2.52676,-0.977952,-2.874726,2.495963,0.857191,pouring
22.1729,0.342576,-2.519246,-0.976384,-2.870505,2.495798,0.849485,pouring
22.2132,0.342837,-2.511858,-0.974572,-2.866397,2.495715,0.84179,pouring
